# Time in s;Static pressure in hPa;Temperature in C;Differential pressure voltage as digital value in -
1.809890400000000099e+01;1.010190002441406250e+03;2.639999961853027344e+01;1.570000000000000000e+02
1.814100799999999936e+01;1.010210021972656250e+03;2.639999961853027344e+01;1.550000000000000000e+02
1.818311200000000127e+01;1.010210021972656250e+03;2.639999961853027344e+01;1.540000000000000000e+02
1.822519199999999984e+01;1.010150024414062500e+03;2.639999961853027344e+01;1.520000000000000000e+02
1.826729200000000120e+01;1.010210021972656250e+03;2.639999961853027344e+01;1.520000000000000000e+02
1.830940000000000012e+01;1.010190002441406250e+03;2.639999961853027344e+01;1.510000000000000000e+02
1.835150000000000148e+01;1.010150024414062500e+03;2.639999961853027344e+01;1.530000000000000000e+02
1.839361200000000096e+01;1.010229980468750000e+03;2.639999961853027344e+01;1.550000000000000000e+02
1.843571599999999933e+01;1.010219970703125000e+03;2.639999961853027344e+01;1.530000000000000000e+02
1.847783199999999937e+01;1.010159973144531250e+03;2.639999961853027344e+01;1.540000000000000000e+02
1.851992399999999961e+01;1.010190002441406250e+03;2.639999961853027344e+01;1.560000000000000000e+02
1.856200400000000172e+01;1.010229980468750000e+03;2.639999961853027344e+01;1.550000000000000000e+02
1.860407999999999973e+01;1.010250000000000000e+03;2.639999961853027344e+01;1.550000000000000000e+02
1.864617199999999997e+01;1.010200012207031250e+03;2.639999961853027344e+01;1.550000000000000000e+02
1.868826400000000021e+01;1.010250000000000000e+03;2.639999961853027344e+01;1.550000000000000000e+02
1.873036799999999857e+01;1.010270019531250000e+03;2.639999961853027344e+01;1.540000000000000000e+02
1.877245999999999881e+01;1.010210021972656250e+03;2.639999961853027344e+01;1.550000000000000000e+02
1.881456000000000017e+01;1.010219970703125000e+03;2.639999961853027344e+01;1.550000000000000000e+02
1.885666399999999854e+01;1.010250000000000000e+03;2.639999961853027344e+01;1.540000000000000000e+02
1.889876800000000046e+01;1.010210021972656250e+03;2.639999961853027344e+01;1.550000000000000000e+02
1.894086799999999826e+01;1.010229980468750000e+03;2.639999961853027344e+01;1.540000000000000000e+02
1.898295200000000094e+01;1.010219970703125000e+03;2.639999961853027344e+01;1.550000000000000000e+02
1.902505199999999874e+01;1.010190002441406250e+03;2.639999961853027344e+01;1.550000000000000000e+02
1.906714399999999898e+01;1.010229980468750000e+03;2.639999961853027344e+01;1.550000000000000000e+02
1.910925200000000146e+01;1.010190002441406250e+03;2.639999961853027344e+01;1.540000000000000000e+02
1.915134400000000170e+01;1.010190002441406250e+03;2.639999961853027344e+01;1.540000000000000000e+02
1.919344399999999951e+01;1.010200012207031250e+03;2.639999961853027344e+01;1.550000000000000000e+02
1.923553599999999975e+01;1.010219970703125000e+03;2.639999961853027344e+01;1.530000000000000000e+02
1.927763200000000055e+01;1.010219970703125000e+03;2.639999961853027344e+01;1.510000000000000000e+02
1.931972800000000134e+01;1.010179992675781250e+03;2.639999961853027344e+01;1.540000000000000000e+02
1.936182000000000158e+01;1.010190002441406250e+03;2.639999961853027344e+01;1.540000000000000000e+02
1.940391999999999939e+01;1.010219970703125000e+03;2.639999961853027344e+01;1.520000000000000000e+02
1.944602799999999831e+01;1.010190002441406250e+03;2.639999961853027344e+01;1.510000000000000000e+02
1.948811999999999856e+01;1.010239990234375000e+03;2.639999961853027344e+01;1.540000000000000000e+02
1.953023200000000159e+01;1.010260009765625000e+03;2.639999961853027344e+01;1.530000000000000000e+02
1.957232399999999828e+01;1.010210021972656250e+03;2.639999961853027344e+01;1.510000000000000000e+02
1.961443200000000076e+01;1.010169982910156250e+03;2.639999961853027344e+01;1.520000000000000000e+02
1.965653999999999968e+01;1.010219970703125000e+03;2.639999961853027344e+01;1.530000000000000000e+02
1.969862399999999880e+01;1.010210021972656250e+03;2.639999961853027344e+01;1.520000000000000000e+02
1.974070000000000036e+01;1.010219970703125000e+03;2.639999961853027344e+01;1.510000000000000000e+02
1.978279600000000116e+01;1.010260009765625000e+03;2.639999961853027344e+01;1.540000000000000000e+02
1.982489199999999840e+01;1.010210021972656250e+03;2.639999961853027344e+01;1.520000000000000000e+02
1.986700000000000088e+01;1.010200012207031250e+03;2.639999961853027344e+01;1.520000000000000000e+02
1.990910399999999925e+01;1.010229980468750000e+03;2.639999961853027344e+01;1.550000000000000000e+02
1.995119599999999949e+01;1.010260009765625000e+03;2.639999961853027344e+01;1.550000000000000000e+02
1.999329600000000084e+01;1.010200012207031250e+03;2.639999961853027344e+01;1.530000000000000000e+02
2.003539999999999921e+01;1.010190002441406250e+03;2.639999961853027344e+01;1.530000000000000000e+02
2.007748399999999833e+01;1.010239990234375000e+03;2.639999961853027344e+01;1.550000000000000000e+02
2.011955599999999933e+01;1.010219970703125000e+03;2.639999961853027344e+01;1.530000000000000000e+02
2.016164399999999901e+01;1.010250000000000000e+03;2.639999961853027344e+01;1.520000000000000000e+02
2.020375999999999905e+01;1.010200012207031250e+03;2.639999961853027344e+01;1.540000000000000000e+02
2.024585199999999929e+01;1.010229980468750000e+03;2.639999961853027344e+01;1.510000000000000000e+02
2.028795600000000121e+01;1.010200012207031250e+03;2.639999961853027344e+01;1.500000000000000000e+02
2.033005599999999902e+01;1.010239990234375000e+03;2.639999961853027344e+01;1.530000000000000000e+02
2.037216400000000149e+01;1.010229980468750000e+03;2.639999961853027344e+01;1.540000000000000000e+02
2.041426399999999930e+01;1.010260009765625000e+03;2.639999961853027344e+01;1.530000000000000000e+02
2.045635199999999898e+01;1.010219970703125000e+03;2.639999961853027344e+01;1.540000000000000000e+02
2.049842800000000054e+01;1.010210021972656250e+03;2.639999961853027344e+01;1.550000000000000000e+02
2.054051600000000022e+01;1.010280029296875000e+03;2.639999961853027344e+01;1.520000000000000000e+02
2.058261200000000102e+01;1.010229980468750000e+03;2.639999961853027344e+01;1.510000000000000000e+02
